CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,Churn
C02733,76,F,8,92.86,742.88,Month-to-Month,Bank Transfer,Yes
C02734,78,F,50,84.57,4228.5,Month-to-Month,Bank Transfer,Yes
C02735,37,M,15,118.57,1778.55,Month-to-Month,Electronic Check,Yes
C02736,67,M,2,41.39,82.78,Month-to-Month,Electronic Check,Yes
C02737,31,M,23,79.79,1835.17,Month-to-Month,Mailed Check,Yes
C02738,19,M,12,98.02,1176.24,Month-to-Month,Credit Card,No
C02739,26,M,1,53.9,53.9,Month-to-Month,Bank Transfer,Yes
C02740,54,F,70,57.97,4057.9,Two Year,Mailed Check,No
C02741,37,M,20,108.79,2175.8,Month-to-Month,Electronic Check,No
C02742,43,M,18,60.42,1087.56,One Year,Mailed Check,Yes
C02743,46,M,46,82.47,3793.62,Month-to-Month,Bank Transfer,Yes
C02744,18,M,21,108.92,2287.32,Month-to-Month,Bank Transfer,Yes
C02745,72,F,32,40.98,1311.36,Month-to-Month,Mailed Check,No
C02746,52,F,31,118.19,3663.89,One Year,Bank Transfer,Yes
C02747,23,F,63,90.2,5682.6,Month-to-Month,Electronic Check,Yes
C02748,54,F,38,69.61,2645.18,Month-to-Month,Bank Transfer,No
C02749,70,F,71,63.09,4479.39,Two Year,Credit Card,No
C02750,76,M,41,115.44,4733.04,Month-to-Month,Credit Card,No
C02751,22,F,8,40.57,324.56,Month-to-Month,Bank Transfer,No
C02752,50,F,24,51.17,1228.08,Month-to-Month,Mailed Check,Yes
C02753,66,F,1,50.78,50.78,Month-to-Month,Bank Transfer,Yes
C02754,68,M,18,48.9,880.2,One Year,Credit Card,No
C02755,31,M,19,66.85,1270.15,One Year,Electronic Check,Yes
C02756,29,F,69,118.92,8205.48,Month-to-Month,Credit Card,No
C02757,59,M,16,108.88,1742.08,Month-to-Month,Bank Transfer,Yes
C02758,37,M,67,52.79,3536.93,Two Year,Bank Transfer,No
C02759,70,F,2,62.29,124.58,Month-to-Month,Mailed Check,Yes
C02760,67,M,50,86.95,4347.5,Two Year,Bank Transfer,No
C02761,41,M,25,21.72,543.0,Month-to-Month,Bank Transfer,Yes
C02762,76,M,55,102.02,5611.1,One Year,Electronic Check,No
C02763,60,F,63,107.98,6802.74,Two Year,Electronic Check,No
C02764,79,F,7,105.72,740.04,One Year,Electronic Check,Yes
C02765,51,F,36,57.51,2070.36,Month-to-Month,Mailed Check,Yes
C02766,42,M,26,66.2,1721.2,One Year,Mailed Check,No
C02767,67,F,44,21.24,934.56,One Year,Credit Card,No
C02768,46,M,3,59.94,179.82,One Year,Mailed Check,Yes
C02769,74,M,36,66.04,2377.44,Month-to-Month,Electronic Check,Yes
C02770,56,M,70,110.7,7749.0,One Year,Mailed Check,No
C02771,48,F,32,109.4,3500.8,Month-to-Month,Bank Transfer,No
C02772,73,F,30,116.61,3498.3,Month-to-Month,Mailed Check,Yes
C02773,64,F,54,108.51,5859.54,One Year,Bank Transfer,Yes
C02774,60,F,11,20.82,229.02,Month-to-Month,Credit Card,No
C02775,67,M,10,84.15,841.5,Two Year,Bank Transfer,Yes
C02776,40,F,71,26.82,1904.22,Two Year,Electronic Check,No
C02777,61,M,31,47.26,1465.06,Two Year,Credit Card,No
C02778,55,F,56,77.83,4358.48,One Year,Credit Card,No
C02779,37,F,37,90.06,3332.22,Month-to-Month,Credit Card,Yes
C02780,40,F,59,85.46,5042.14,Month-to-Month,Electronic Check,No
C02781,79,M,18,24.91,448.38,Month-to-Month,Bank Transfer,Yes
C02782,62,M,55,30.36,1669.8,Month-to-Month,Credit Card,No
C02783,69,M,13,32.86,427.18,Month-to-Month,Electronic Check,Yes
C02784,33,M,32,29.14,932.48,One Year,Credit Card,No
C02785,67,M,9,37.82,340.38,Month-to-Month,Credit Card,Yes
C02786,59,F,63,88.85,5597.55,Month-to-Month,Electronic Check,No
C02787,77,M,63,103.08,6494.04,One Year,Mailed Check,No
C02788,72,M,61,60.88,3713.68,Month-to-Month,Credit Card,No
C02789,25,M,67,89.28,5981.76,Month-to-Month,Mailed Check,No
C02790,67,M,42,40.0,1680.0,Month-to-Month,Credit Card,No
C02791,38,F,58,117.33,6805.14,One Year,Mailed Check,No
C02792,18,M,51,55.0,2805.0,One Year,Bank Transfer,No
C02793,72,F,18,104.59,1882.62,One Year,Mailed Check,Yes
C02794,25,F,20,114.54,2290.8,Month-to-Month,Mailed Check,Yes
C02795,46,F,21,106.47,2235.87,One Year,Mailed Check,Yes
C02796,49,M,8,26.71,213.68,One Year,Mailed Check,No
C02797,55,F,8,85.03,680.24,Month-to-Month,Bank Transfer,Yes
C02798,22,M,26,32.01,832.26,Month-to-Month,Electronic Check,No
C02799,64,M,16,20.57,329.12,One Year,Mailed Check,No
C02800,39,M,43,25.18,1082.74,Month-to-Month,Electronic Check,No
C02801,64,M,44,111.61,4910.84,One Year,Credit Card,No
C02802,51,M,7,110.85,775.95,Month-to-Month,Electronic Check,Yes
C02803,18,F,17,42.58,723.86,One Year,Mailed Check,No
C02804,72,F,32,74.71,2390.72,Month-to-Month,Electronic Check,No
C02805,72,M,0,115.5,0.0,Month-to-Month,Bank Transfer,Yes
C02806,43,F,5,69.67,348.35,Month-to-Month,Bank Transfer,No
C02807,60,M,40,59.36,2374.4,Two Year,Mailed Check,No
C02808,27,F,54,68.32,3689.28,Two Year,Electronic Check,No
C02809,47,F,4,99.02,396.08,One Year,Credit Card,Yes
C02810,67,F,58,67.73,3928.34,One Year,Bank Transfer,No
C02811,35,F,17,98.33,1671.61,Month-to-Month,Mailed Check,No
C02812,34,F,48,63.17,3032.16,One Year,Bank Transfer,No
C02813,43,M,64,45.2,2892.8,Month-to-Month,Mailed Check,No
C02814,25,M,53,52.65,2790.45,Month-to-Month,Electronic Check,No
C02815,64,F,60,27.78,1666.8,Month-to-Month,Electronic Check,No
C02816,57,M,7,69.74,488.18,Month-to-Month,Electronic Check,No
C02817,66,F,2,34.81,69.62,Month-to-Month,Electronic Check,Yes
C02818,29,M,24,101.15,2427.6,Month-to-Month,Electronic Check,Yes
C02819,44,F,68,62.06,4220.08,Month-to-Month,Mailed Check,No
C02820,25,F,54,96.5,5211.0,One Year,Bank Transfer,Yes
C02821,42,F,39,115.45,4502.55,Month-to-Month,Credit Card,No
C02822,63,M,49,104.95,5142.55,Month-to-Month,Bank Transfer,Yes
C02823,21,M,32,115.15,3684.8,Two Year,Electronic Check,Yes
C02824,50,F,17,76.79,1305.43,Month-to-Month,Bank Transfer,Yes
C02825,18,F,56,36.53,2045.68,Two Year,Bank Transfer,No
C02826,36,M,15,113.54,1703.1,One Year,Mailed Check,Yes
C02827,48,M,37,106.85,3953.45,Month-to-Month,Credit Card,Yes
C02828,33,M,40,106.44,4257.6,Month-to-Month,Credit Card,No
C02829,31,M,6,89.33,535.98,Month-to-Month,Electronic Check,Yes
C02830,70,M,52,82.49,4289.48,Month-to-Month,Mailed Check,No
C02831,65,F,62,21.47,1331.14,Month-to-Month,Mailed Check,No
C02832,22,M,31,94.81,2939.11,Month-to-Month,Mailed Check,Yes
C02833,58,F,37,29.15,1078.55,Month-to-Month,Mailed Check,No
C02834,43,F,21,45.98,965.58,One Year,Mailed Check,Yes
C02835,79,M,15,75.15,1127.25,Month-to-Month,Credit Card,Yes
C02836,45,M,51,65.17,3323.67,Two Year,Credit Card,Yes
C02837,19,F,28,21.58,604.24,Month-to-Month,Bank Transfer,No
C02838,67,M,15,102.4,1536.0,Two Year,Credit Card,No
C02839,23,F,16,107.88,1726.08,Month-to-Month,Mailed Check,Yes
C02840,26,M,63,88.19,5555.97,One Year,Bank Transfer,No
C02841,50,M,12,74.11,889.32,Month-to-Month,Credit Card,Yes
C02842,58,M,71,116.07,8240.97,One Year,Bank Transfer,No
C02843,42,F,55,32.0,1760.0,Month-to-Month,Credit Card,No
C02844,65,M,4,93.79,375.16,Month-to-Month,Electronic Check,Yes
C02845,30,F,11,32.84,361.24,Month-to-Month,Credit Card,No
C02846,26,M,40,58.18,2327.2,Month-to-Month,Bank Transfer,No
C02847,70,F,2,78.55,157.1,Month-to-Month,Electronic Check,Yes
C02848,30,M,32,93.71,2998.72,Month-to-Month,Mailed Check,Yes
C02849,48,F,49,20.37,998.13,Month-to-Month,Bank Transfer,No
C02850,58,F,55,46.06,2533.3,Month-to-Month,Mailed Check,No
C02851,28,F,8,73.82,590.56,One Year,Mailed Check,Yes
C02852,21,F,49,73.29,3591.21,Two Year,Bank Transfer,No
C02853,51,F,28,83.76,2345.28,Month-to-Month,Mailed Check,Yes
C02854,78,F,38,50.39,1914.82,One Year,Bank Transfer,No
C02855,55,M,44,74.05,3258.2,One Year,Bank Transfer,No
C02856,63,F,16,38.98,623.68,Month-to-Month,Credit Card,Yes
C02857,21,F,55,38.69,2127.95,Month-to-Month,Electronic Check,No
C02858,55,F,45,77.66,3494.7,Month-to-Month,Mailed Check,Yes
C02859,36,M,66,88.55,5844.3,Two Year,Mailed Check,No
C02860,23,M,68,32.04,2178.72,Month-to-Month,Electronic Check,No
C02861,51,M,13,32.28,419.64,One Year,Electronic Check,Yes
C02862,35,F,66,76.53,5050.98,One Year,Electronic Check,No
C02863,30,M,22,47.01,1034.22,Month-to-Month,Electronic Check,No
C02864,58,M,60,59.24,3554.4,Month-to-Month,Electronic Check,No
C02865,40,F,22,60.07,1321.54,One Year,Credit Card,Yes
C02866,36,F,26,37.86,984.36,Month-to-Month,Bank Transfer,No
C02867,62,M,53,20.13,1066.89,Month-to-Month,Electronic Check,No
C02868,28,F,9,105.32,947.88,Month-to-Month,Credit Card,Yes
C02869,18,F,15,91.5,1372.5,Two Year,Electronic Check,Yes
C02870,41,F,40,89.05,3562.0,Month-to-Month,Electronic Check,No
C02871,79,F,54,74.65,4031.1,One Year,Mailed Check,No
C02872,71,M,60,90.1,5406.0,Month-to-Month,Mailed Check,No
C02873,24,F,48,113.57,5451.36,Month-to-Month,Mailed Check,No
C02874,42,M,51,86.57,4415.07,Two Year,Mailed Check,Yes
C02875,38,M,1,46.51,46.51,One Year,Bank Transfer,No
C02876,32,M,49,77.06,3775.94,Month-to-Month,Bank Transfer,No
C02877,18,M,42,64.23,2697.66,One Year,Mailed Check,No
C02878,29,F,7,75.64,529.48,Month-to-Month,Mailed Check,Yes
C02879,75,F,58,71.76,4162.08,One Year,Electronic Check,No
C02880,24,F,64,105.88,6776.32,Month-to-Month,Electronic Check,No
C02881,32,M,11,85.18,936.98,Two Year,Mailed Check,Yes
C02882,38,M,3,38.88,116.64,One Year,Mailed Check,Yes
C02883,36,M,40,26.3,1052.0,Month-to-Month,Mailed Check,No
C02884,77,F,6,62.44,374.64,Two Year,Electronic Check,No
C02885,46,M,68,21.56,1466.08,Two Year,Mailed Check,No
C02886,42,F,68,51.83,3524.44,Month-to-Month,Mailed Check,No
C02887,50,F,29,56.8,1647.2,Two Year,Bank Transfer,Yes
C02888,66,F,5,57.56,287.8,Two Year,Bank Transfer,Yes
C02889,49,F,18,117.94,2122.92,One Year,Electronic Check,Yes
C02890,66,M,65,50.39,3275.35,Two Year,Bank Transfer,No
C02891,52,F,9,46.52,418.68,Month-to-Month,Electronic Check,No
C02892,61,M,15,32.94,494.1,One Year,Credit Card,No
C02893,55,F,36,71.1,2559.6,Two Year,Mailed Check,Yes
C02894,43,M,31,35.37,1096.47,Month-to-Month,Electronic Check,No
C02895,28,M,46,81.63,3754.98,Month-to-Month,Bank Transfer,No
C02896,52,F,71,35.52,2521.92,Month-to-Month,Credit Card,No
C02897,25,F,42,77.67,3262.14,Two Year,Bank Transfer,No
C02898,63,F,35,102.63,3592.05,One Year,Electronic Check,No
C02899,31,M,25,24.25,606.25,Month-to-Month,Credit Card,No
C02900,27,F,9,61.97,557.73,Month-to-Month,Bank Transfer,Yes
C02901,19,F,30,66.1,1983.0,Month-to-Month,Credit Card,Yes
C02902,63,M,28,99.11,2775.08,Month-to-Month,Mailed Check,No
C02903,26,F,4,66.79,267.16,One Year,Mailed Check,No
C02904,20,M,0,76.75,0.0,Month-to-Month,Credit Card,Yes
C02905,38,F,2,99.12,198.24,Two Year,Bank Transfer,Yes
C02906,43,M,66,75.98,5014.68,One Year,Bank Transfer,No
C02907,25,M,70,55.83,3908.1,Two Year,Bank Transfer,No
C02908,65,F,34,28.58,971.72,Month-to-Month,Mailed Check,No
C02909,19,M,14,92.99,1301.86,Two Year,Electronic Check,Yes
C02910,23,F,66,107.11,7069.26,Month-to-Month,Electronic Check,Yes
C02911,45,F,29,117.01,3393.29,One Year,Credit Card,Yes
C02912,70,M,42,112.66,4731.72,One Year,Bank Transfer,No
C02913,46,F,59,99.74,5884.66,Month-to-Month,Credit Card,Yes
C02914,43,M,39,84.35,3289.65,Month-to-Month,Electronic Check,Yes
C02915,42,M,64,98.15,6281.6,Month-to-Month,Electronic Check,No
C02916,29,M,28,63.21,1769.88,One Year,Bank Transfer,No
C02917,22,M,18,79.48,1430.64,Month-to-Month,Credit Card,Yes
C02918,51,M,2,54.87,109.74,Two Year,Bank Transfer,Yes
C02919,65,M,35,52.67,1843.45,Month-to-Month,Electronic Check,No
C02920,54,M,42,95.67,4018.14,Two Year,Electronic Check,No
C02921,32,M,14,65.39,915.46,Month-to-Month,Bank Transfer,Yes
C02922,61,F,40,41.22,1648.8,Month-to-Month,Credit Card,No
C02923,53,F,35,40.19,1406.65,Month-to-Month,Mailed Check,Yes
C02924,32,M,32,105.92,3389.44,Two Year,Bank Transfer,Yes
C02925,60,F,4,87.78,351.12,One Year,Electronic Check,Yes
C02926,65,F,13,74.6,969.8,Month-to-Month,Mailed Check,Yes
C02927,40,F,67,60.09,4026.03,Month-to-Month,Bank Transfer,No
C02928,23,F,46,63.08,2901.68,Month-to-Month,Mailed Check,No
C02929,63,F,53,25.74,1364.22,One Year,Bank Transfer,No
C02930,67,F,3,65.49,196.47,Month-to-Month,Electronic Check,No
C02931,61,M,8,99.55,796.4,One Year,Bank Transfer,Yes
C02932,76,F,52,58.8,3057.6,One Year,Mailed Check,No
C02933,60,F,59,58.36,3443.24,Two Year,Credit Card,No
C02934,62,F,45,21.57,970.65,One Year,Electronic Check,No
C02935,38,F,53,65.78,3486.34,Month-to-Month,Electronic Check,No
C02936,40,M,36,22.53,811.08,Two Year,Mailed Check,No
C02937,60,M,22,77.03,1694.66,Month-to-Month,Bank Transfer,No
C02938,72,M,26,70.68,1837.68,Month-to-Month,Bank Transfer,Yes
C02939,33,M,69,104.0,7176.0,Two Year,Bank Transfer,Yes
C02940,64,F,65,78.18,5081.7,Month-to-Month,Electronic Check,No
C02941,70,M,60,52.34,3140.4,Month-to-Month,Electronic Check,No
C02942,77,M,50,71.62,3581.0,Month-to-Month,Mailed Check,No
C02943,32,M,49,89.97,4408.53,Month-to-Month,Bank Transfer,No
C02944,42,M,18,29.4,529.2,Month-to-Month,Bank Transfer,No
C02945,53,F,0,82.11,0.0,Month-to-Month,Mailed Check,Yes
C02946,28,M,39,111.66,4354.74,Month-to-Month,Electronic Check,Yes
C02947,68,F,31,49.91,1547.21,Two Year,Electronic Check,No
C02948,32,M,21,82.66,1735.86,One Year,Credit Card,Yes
C02949,21,F,65,102.13,6638.45,One Year,Credit Card,No
C02950,38,F,39,71.18,2776.02,One Year,Bank Transfer,Yes
C02951,30,M,37,91.8,3396.6,Two Year,Electronic Check,Yes
C02952,39,M,47,51.1,2401.7,Two Year,Bank Transfer,No
C02953,36,M,54,50.61,2732.94,Two Year,Electronic Check,No
C02954,51,M,54,86.76,4685.04,Two Year,Credit Card,Yes
C02955,31,F,50,90.54,4527.0,Month-to-Month,Mailed Check,Yes
C02956,78,F,59,113.7,6708.3,One Year,Electronic Check,Yes
C02957,21,M,7,42.48,297.36,One Year,Credit Card,Yes
C02958,65,M,67,66.82,4476.94,One Year,Credit Card,No
C02959,70,F,71,45.05,3198.55,Month-to-Month,Electronic Check,No
C02960,69,M,8,28.01,224.08,Month-to-Month,Bank Transfer,Yes
C02961,63,F,1,60.32,60.32,Month-to-Month,Electronic Check,Yes
C02962,44,M,69,57.41,3961.29,Two Year,Credit Card,No
C02963,46,F,58,47.04,2728.32,One Year,Electronic Check,No
C02964,64,F,18,49.7,894.6,Month-to-Month,Mailed Check,No
C02965,45,F,27,56.04,1513.08,Month-to-Month,Bank Transfer,No
C02966,52,F,71,118.88,8440.48,One Year,Electronic Check,No
C02967,25,F,13,98.3,1277.9,Month-to-Month,Credit Card,No
C02968,33,M,23,27.14,624.22,Month-to-Month,Credit Card,Yes
C02969,59,F,43,107.24,4611.32,Month-to-Month,Bank Transfer,Yes
C02970,53,M,55,83.33,4583.15,Month-to-Month,Electronic Check,Yes
C02971,47,F,50,109.06,5453.0,Month-to-Month,Credit Card,No
C02972,35,F,31,54.17,1679.27,One Year,Bank Transfer,Yes
C02973,19,M,49,66.45,3256.05,Month-to-Month,Mailed Check,No
C02974,66,M,40,109.62,4384.8,Month-to-Month,Bank Transfer,No
C02975,30,M,65,47.26,3071.9,One Year,Electronic Check,Yes
C02976,21,M,24,111.55,2677.2,Two Year,Electronic Check,Yes
C02977,43,F,60,102.85,6171.0,Month-to-Month,Credit Card,No
C02978,42,M,65,118.06,7673.9,One Year,Mailed Check,No
C02979,47,F,41,52.43,2149.63,Two Year,Electronic Check,No
C02980,28,M,64,43.58,2789.12,Two Year,Credit Card,No
C02981,24,M,35,53.09,1858.15,Two Year,Bank Transfer,No
C02982,48,F,8,115.46,923.68,One Year,Bank Transfer,Yes
C02983,61,F,35,53.31,1865.85,Month-to-Month,Electronic Check,Yes
C02984,27,M,37,76.52,2831.24,One Year,Mailed Check,No
C02985,56,F,32,60.37,1931.84,One Year,Credit Card,Yes
C02986,30,F,41,59.62,2444.42,Month-to-Month,Electronic Check,No
C02987,48,F,60,39.34,2360.4,Month-to-Month,Credit Card,No
C02988,24,F,45,73.71,3316.95,One Year,Bank Transfer,No
C02989,73,F,60,104.94,6296.4,Two Year,Credit Card,Yes
C02990,66,F,17,24.95,424.15,Month-to-Month,Bank Transfer,Yes
C02991,59,F,69,108.92,7515.48,Month-to-Month,Mailed Check,No
C02992,78,F,14,86.55,1211.7,One Year,Mailed Check,Yes
C02993,59,M,47,81.67,3838.49,Month-to-Month,Bank Transfer,Yes
C02994,73,F,71,82.59,5863.89,One Year,Electronic Check,No
C02995,53,M,12,49.63,595.56,Month-to-Month,Bank Transfer,No
C02996,37,F,42,61.51,2583.42,Month-to-Month,Credit Card,No
C02997,21,F,59,99.93,5895.87,One Year,Credit Card,No
C02998,71,F,56,50.64,2835.84,Month-to-Month,Credit Card,No
C02999,24,F,70,67.0,4690.0,Month-to-Month,Electronic Check,No
C03000,71,M,16,21.96,351.36,Month-to-Month,Mailed Check,No
C03001,18,M,49,93.36,4574.64,Month-to-Month,Mailed Check,No
C03002,61,F,31,61.77,1914.87,One Year,Credit Card,Yes
C03003,73,M,21,72.54,1523.34,One Year,Electronic Check,Yes
C03004,62,F,54,31.47,1699.38,Month-to-Month,Credit Card,Yes
C03005,59,F,56,119.17,6673.52,Month-to-Month,Mailed Check,No
C03006,64,M,12,50.25,603.0,Month-to-Month,Bank Transfer,No
C03007,76,M,46,83.5,3841.0,Two Year,Credit Card,No
C03008,30,F,61,78.12,4765.32,Month-to-Month,Credit Card,Yes
C03009,72,F,53,98.51,5221.03,Two Year,Credit Card,No
C03010,39,M,28,49.38,1382.64,One Year,Mailed Check,No
C03011,71,F,21,95.59,2007.39,One Year,Electronic Check,Yes
C03012,38,M,64,58.25,3728.0,One Year,Bank Transfer,No
C03013,39,F,28,61.12,1711.36,Two Year,Bank Transfer,Yes
C03014,45,F,47,87.27,4101.69,Two Year,Bank Transfer,Yes
C03015,26,M,4,98.43,393.72,One Year,Credit Card,Yes
C03016,43,M,34,86.69,2947.46,Month-to-Month,Mailed Check,No
C03017,26,M,70,109.99,7699.3,Two Year,Bank Transfer,No
C03018,32,F,45,48.52,2183.4,Month-to-Month,Credit Card,No
C03019,27,F,34,110.06,3742.04,Two Year,Electronic Check,Yes
C03020,41,F,44,33.09,1455.96,One Year,Credit Card,No
C03021,75,F,12,85.95,1031.4,Two Year,Bank Transfer,Yes
C03022,74,M,9,74.76,672.84,Two Year,Bank Transfer,Yes
C03023,78,F,65,69.46,4514.9,Month-to-Month,Electronic Check,Yes
C03024,59,F,69,51.09,3525.21,One Year,Mailed Check,No
C03025,25,F,71,70.37,4996.27,Month-to-Month,Electronic Check,No
C03026,41,M,24,36.18,868.32,Month-to-Month,Electronic Check,Yes
C03027,33,F,43,56.93,2447.99,Month-to-Month,Bank Transfer,No
C03028,66,F,59,29.87,1762.33,Month-to-Month,Bank Transfer,No
C03029,43,M,46,77.18,3550.28,One Year,Mailed Check,No
C03030,44,F,39,29.58,1153.62,Two Year,Bank Transfer,Yes
C03031,54,F,6,36.03,216.18,One Year,Electronic Check,No
C03032,21,M,45,28.55,1284.75,Month-to-Month,Electronic Check,No
C03033,67,F,22,58.13,1278.86,Two Year,Mailed Check,Yes
C03034,41,F,45,104.2,4689.0,Two Year,Bank Transfer,No
C03035,36,F,12,110.69,1328.28,One Year,Bank Transfer,No
C03036,53,M,20,27.19,543.8,One Year,Electronic Check,No
C03037,77,F,0,83.46,0.0,Two Year,Electronic Check,Yes
C03038,56,F,18,88.44,1591.92,Month-to-Month,Bank Transfer,No
C03039,27,M,59,73.38,4329.42,Two Year,Credit Card,No
C03040,42,M,32,86.7,2774.4,Two Year,Electronic Check,No
C03041,35,F,3,43.37,130.11,Two Year,Electronic Check,Yes
C03042,36,F,2,68.96,137.92,Month-to-Month,Electronic Check,No
C03043,53,F,51,59.09,3013.59,Two Year,Mailed Check,No
C03044,27,F,27,28.97,782.19,Month-to-Month,Bank Transfer,Yes
C03045,50,M,69,82.56,5696.64,One Year,Bank Transfer,Yes
C03046,72,F,69,69.52,4796.88,Two Year,Bank Transfer,No
C03047,67,M,54,47.52,2566.08,Month-to-Month,Electronic Check,No
C03048,22,M,56,67.37,3772.72,Month-to-Month,Bank Transfer,Yes
C03049,64,F,15,97.53,1462.95,Two Year,Bank Transfer,Yes
C03050,66,F,23,100.17,2303.91,Two Year,Bank Transfer,Yes
C03051,52,M,68,84.95,5776.6,Two Year,Mailed Check,No
C03052,61,M,40,66.77,2670.8,Month-to-Month,Mailed Check,Yes
C03053,51,F,46,77.57,3568.22,One Year,Electronic Check,Yes
C03054,50,M,68,58.5,3978.0,Month-to-Month,Bank Transfer,Yes
C03055,72,F,30,32.66,979.8,Two Year,Electronic Check,Yes
C03056,38,F,29,58.56,1698.24,Month-to-Month,Electronic Check,No
C03057,34,M,17,73.03,1241.51,One Year,Electronic Check,No
C03058,39,M,43,79.88,3434.84,Month-to-Month,Electronic Check,Yes
C03059,65,F,26,113.58,2953.08,Two Year,Electronic Check,Yes
C03060,54,M,25,97.73,2443.25,One Year,Electronic Check,Yes
C03061,32,F,59,35.2,2076.8,One Year,Mailed Check,No
C03062,52,F,17,37.42,636.14,Month-to-Month,Credit Card,No
C03063,45,F,55,30.05,1652.75,One Year,Mailed Check,No
C03064,24,M,30,93.82,2814.6,Month-to-Month,Electronic Check,No
C03065,49,F,58,90.61,5255.38,Month-to-Month,Credit Card,Yes
C03066,28,F,1,118.64,118.64,One Year,Credit Card,Yes
C03067,27,F,38,72.2,2743.6,Two Year,Bank Transfer,No
C03068,26,F,60,102.64,6158.4,Month-to-Month,Electronic Check,No
C03069,31,F,62,77.64,4813.68,Month-to-Month,Electronic Check,No
C03070,30,F,17,107.41,1825.97,One Year,Mailed Check,Yes
C03071,78,F,16,92.1,1473.6,Two Year,Credit Card,No
C03072,74,F,38,84.29,3203.02,Month-to-Month,Credit Card,Yes
C03073,79,F,70,76.51,5355.7,Two Year,Electronic Check,No
C03074,42,F,53,92.3,4891.9,Two Year,Bank Transfer,No
C03075,19,F,34,61.97,2106.98,Month-to-Month,Electronic Check,No
C03076,52,M,10,29.66,296.6,Month-to-Month,Credit Card,No
C03077,24,F,60,24.0,1440.0,One Year,Bank Transfer,No
C03078,38,F,43,67.9,2919.7,Two Year,Bank Transfer,No
C03079,35,F,67,79.93,5355.31,One Year,Credit Card,Yes
C03080,20,M,24,27.88,669.12,Month-to-Month,Electronic Check,No
C03081,59,F,47,48.69,2288.43,Month-to-Month,Electronic Check,No
C03082,71,M,31,52.2,1618.2,Month-to-Month,Electronic Check,No
C03083,78,F,3,76.28,228.84,One Year,Mailed Check,Yes
C03084,56,F,37,47.85,1770.45,Month-to-Month,Mailed Check,No
C03085,58,M,62,29.56,1832.72,One Year,Bank Transfer,No
C03086,66,F,46,36.49,1678.54,Month-to-Month,Electronic Check,No
C03087,28,M,0,37.39,0.0,Month-to-Month,Mailed Check,Yes
C03088,56,M,2,104.27,208.54,Month-to-Month,Bank Transfer,No
C03089,41,F,61,48.43,2954.23,Month-to-Month,Credit Card,No
C03090,77,F,63,91.47,5762.61,Two Year,Credit Card,Yes
C03091,63,F,16,76.78,1228.48,Month-to-Month,Electronic Check,Yes
C03092,36,F,61,117.7,7179.7,One Year,Credit Card,Yes
C03093,21,M,34,47.28,1607.52,Month-to-Month,Credit Card,Yes
C03094,43,M,12,35.84,430.08,Month-to-Month,Credit Card,Yes
C03095,55,F,34,25.2,856.8,Month-to-Month,Bank Transfer,No
C03096,59,M,42,44.1,1852.2,Month-to-Month,Credit Card,No
C03097,49,M,1,88.41,88.41,Month-to-Month,Credit Card,Yes
C03098,56,F,55,28.53,1569.15,Two Year,Bank Transfer,Yes
C03099,62,M,50,44.47,2223.5,Month-to-Month,Mailed Check,No
C03100,63,M,53,105.53,5593.09,Month-to-Month,Bank Transfer,No
C03101,53,F,15,78.3,1174.5,Two Year,Mailed Check,Yes
C03102,57,M,17,26.95,458.15,Month-to-Month,Bank Transfer,No
C03103,54,F,6,24.77,148.62,One Year,Electronic Check,No
C03104,50,M,44,26.11,1148.84,Month-to-Month,Credit Card,No
C03105,53,F,35,114.19,3996.65,Month-to-Month,Mailed Check,Yes
C03106,20,M,40,104.99,4199.6,One Year,Bank Transfer,No
C03107,26,M,41,104.49,4284.09,Two Year,Mailed Check,Yes
C03108,25,F,6,112.42,674.52,Month-to-Month,Mailed Check,Yes
C03109,50,F,14,70.53,987.42,Month-to-Month,Credit Card,Yes
C03110,76,F,59,44.73,2639.07,Month-to-Month,Mailed Check,No
C03111,23,F,39,60.13,2345.07,Month-to-Month,Bank Transfer,Yes
C03112,58,M,36,91.89,3308.04,Two Year,Electronic Check,Yes
C03113,56,M,65,107.6,6994.0,Month-to-Month,Electronic Check,No
C03114,21,M,54,63.51,3429.54,Two Year,Credit Card,Yes
C03115,30,F,55,73.54,4044.7,Month-to-Month,Bank Transfer,Yes
C03116,66,M,43,113.18,4866.74,Two Year,Bank Transfer,No
C03117,77,M,56,30.75,1722.0,One Year,Electronic Check,Yes
C03118,19,F,5,106.23,531.15,Two Year,Bank Transfer,Yes
C03119,77,F,31,35.93,1113.83,Month-to-Month,Mailed Check,No
C03120,22,M,17,68.39,1162.63,Two Year,Credit Card,Yes
C03121,61,F,67,41.84,2803.28,One Year,Electronic Check,No
C03122,44,M,6,80.29,481.74,One Year,Credit Card,Yes
C03123,49,M,7,75.86,531.02,Two Year,Mailed Check,Yes
C03124,38,F,63,58.0,3654.0,One Year,Electronic Check,Yes
C03125,25,M,6,106.33,637.98,Two Year,Bank Transfer,Yes
C03126,55,F,40,85.98,3439.2,Month-to-Month,Bank Transfer,No
C03127,25,F,39,92.12,3592.68,One Year,Mailed Check,Yes
C03128,67,M,2,35.07,70.14,Two Year,Electronic Check,Yes
C03129,20,M,16,108.32,1733.12,Month-to-Month,Credit Card,Yes
C03130,71,M,65,36.7,2385.5,Month-to-Month,Electronic Check,No
